Date,Moonphase ,House,Collection,Time,live Af,Dead Af,Af_tot_fem,Af male,letabensis,gambiae,rufipes,Mansonia,Mans afr,afr male,Ms unf,unf male,Ms male,An t,Cx,Sp A,Other,Obs
23-Sep-2008	,no moon,23,t,2,0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,,
23-Sep-2008	,no moon,23,t,3,0,0,4,0,0,0,0,0,12,0,2,0,0,0,0,0,,
24-Sep-2008	,no moon,23,t,3,0,0,11,0,4,0,0,0,12,0,25,4,0,0,0,0,,trap on late
24-Sep-2008	,no moon,23,t,1,0,0,11,0,7,0,0,0,64,0,27,0,0,1,0,1,,
24-Sep-2008	,no moon,23,t,2,0,0,26,0,0,0,0,0,32,0,29,6,0,7,1,1,,
24-Sep-2008	,no moon,222,t,1,0,0,11,0,0,0,0,0,27,0,61,0,2,7,0,1,,
24-Sep-2008	,no moon,222,t,2,0,0,26,0,1,0,0,0,29,0,32,0,6,7,1,0,,
24-Sep-2008	,no moon,222,t,3,0,0,11,0,0,0,0,0,25,0,12,0,5,0,0,0,,
25-Sep-2008	,no moon,222,t,1,0,0,3,0,9,0,0,0,35,0,8,0,0,2,0,1,,
25-Sep-2008	,no moon,222,t,2,0,0,10,0,0,0,0,0,49,0,10,0,0,1,0,0,,
25-Sep-2008	,no moon,222,t,3,0,0,22,0,0,0,0,0,59,0,68,0,11,0,0,0,,
25-Sep-2008	,no moon,222,t,2,0,0,10,1,0,0,0,0,10,0,49,0,0,1,0,0,,
25-Sep-2008	,no moon,222,t,1,0,0,4,1,0,0,0,9,28,0,35,0,0,2,0,1,,
26-Sep-2008	,no moon,222,t,2,0,0,21,0,5,0,0,0,102,0,27,0,3,1,0,0,,
26-Sep-2008	,no moon,222,t,1,0,0,6,1,0,0,0,0,73,0,26,11,0,2,0,0,,
26-Sep-2008	,no moon,222,t,2,0,0,0,0,5,,0,0,56,0,11,1,0,2,0,,,
27-Sep-2008	,no moon,222,t,1,0,0,23,0,3,3,0,0,58,0,11,1,0,4,0,0,,
27-Sep-2008	,no moon,222,t,2,0,0,24,0,4,1,0,0,51,0,26,2,0,1,0,0,,
27-Sep-2008	,no moon,222,t,3,0,0,26,0,0,0,0,0,44,0,43,0,0,2,1,0,,
28-Sep-2008	,no moon,222,t,2,,,34,1,1,0,0,0,29,0,37,3,0,1,0,3,,
28-Sep-2008	,no moon,222,t,3,,,41,1,3,0,0,0,22,1,57,4,0,9,1,0,,
29-Sep-2008	,no moon,222,t,1,,,5,0,1,0,0,0,10,0,4,0,0,1,0,5,,
29-Sep-2008	,no moon,222,t,2,,,27,0,0,0,0,0,29,0,21,1,0,3,6,0,,
29-Sep-2008	,no moon,222,t,3,,,24,4,0,0,0,0,12,0,9,2,0,2,3,0,,
23-Sep-2008	,no moon,3802,t,2,0,0,1,0,1,0,0,0,54,0,2,0,2,0,0,0,,
23-Sep-2008	,no moon,3802,t,3,0,0,1,1,0,1,0,0,52,0,0,0,5,0,1,0,,
24-Sep-2008	,no moon,3802,t,1,0,0,7,2,0,0,0,0,6,0,1,0,1,1,1,0,,
24-Sep-2008	,no moon,3802,t,2,0,0,0,0,4,0,0,0,52,0,2,0,3,0,0,0,,
24-Sep-2008	,no moon,3802,t,3,0,0,2,0,7,0,0,0,7,0,42,0,3,1,0,0,,
25-Sep-2008	,no moon,3802,t,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,
25-Sep-2008	,no moon,3802,t,3,0,0,28,9,3,0,0,0,10,0,22,0,15,3,0,0,,
26-Sep-2008	,no moon,3802,t,2,0,0,19,0,0,0,0,0,27,0,13,10,0,3,0,0,,
26-Sep-2008	,no moon,3802,t,3,0,0,38,2,1,0,0,0,0,0,6,1,0,0,4,0,,
26-Sep-2008	,no moon,3802,t,1,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,,
27-Sep-2008	,no moon,3802,t,2,0,0,5,1,0,0,0,0,11,0,7,1,0,2,0,0,,
27-Sep-2008	,no moon,3802,t,1,0,0,1,1,0,0,0,0,4,0,5,0,0,0,0,0,,
27-Sep-2008	,no moon,3802,t,3,0,0,16,0,0,0,0,0,15,0,10,0,0,0,0,0,,
28-Sep-2008	,no moon,3802,t,2,,,110,3,1,1,0,0,7,0,54,0,0,4,0,0,,
28-Sep-2008	,no moon,3802,t,1,,,11,1,3,1,0,0,5,2,0,0,0,0,0,0,,
28-Sep-2008	,no moon,3802,t,3,,,64,0,0,0,0,0,25,0,11,1,0,3,0,0,,
29-Sep-2008	,no moon,3802,t,1,,,19,0,1,0,0,0,7,0,8,3,0,1,0,9,,
29-Sep-2008	,no moon,3802,t,2,0,0,30,4,0,0,0,0,3,0,1,0,0,0,1,0,,
29-Sep-2008	,no moon,3802,t,3,0,0,20,3,0,0,0,0,3,0,5,1,0,0,0,0,,
16-Sep-2008	,waning,23,l,0,0,0,109,0,1,0,0,0,12,0,0,0,0,0,0,0,,
17-Sep-2008	,waning,23,l,0,58,303,361,0,0,0,0,0,2,0,14,0,0,3,2,0,,
19-Sep-2008	,waning,23,l,0,96,197,293,1,1,0,0,0,1,0,4,0,0,1,1,0,,
20-Sep-2008	,waning,23,l,0,229,36,265,4,0,0,0,0,22,0,3,0,1,1,0,0,,
21-Sep-2008	,waning,23,l,0,31,54,85,1,0,0,0,0,6,0,2,0,0,1,0,0,,
22-Sep-2008	,waning,23,l,0,95,239,334,0,0,0,0,0,2,0,0,0,0,6,0,0,,
14-Oct-2008	,waning,23,l,0,0,0,246,2,0,0,0,0,16,0,11,0,0,4,2,0,,
14-Oct-2008	,waning,24,l,0,0,0,77,8,0,0,0,0,6,0,4,0,0,0,2,1,1 culex male,
16-Sep-2008	,waning,222,l,1,0,0,6,0,2,0,0,0,14,0,0,0,2,0,4,0,,
16-Sep-2008	,waning,222,l,3,0,0,9,1,0,0,0,2,0,0,0,0,0,0,1,0,,could be l 3
16-Sep-2008	,waning,222,l,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,could be l 2
17-Sep-2008	,waning,222,l,1,0,0,20,1,8,0,0,24,0,0,0,0,0,4,0,0,,
17-Sep-2008	,waning,222,l,2,0,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,,
17-Sep-2008	,waning,222,l,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,
19-Sep-2008	,waning,222,l,1,0,0,31,2,1,0,0,0,2,0,0,0,0,0,3,0,,
19-Sep-2008	,waning,222,l,2,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,,
19-Sep-2008	,waning,222,l,3,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1 culex male,
20-Sep-2008	,waning,222,l,1,0,0,50,5,8,0,0,0,23,0,0,0,2,2,0,0,,
20-Sep-2008	,waning,222,l,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,,
20-Sep-2008	,waning,222,l,2,0,0,35,1,0,0,0,10,0,0,0,0,0,2,0,1,,
21-Sep-2008	,waning,222,l,1,0,0,21,2,2,0,0,0,3,0,0,0,1,1,0,0,,
21-Sep-2008	,waning,222,l,2,0,0,33,0,1,0,0,0,7,0,0,0,1,1,0,0,,
21-Sep-2008	,waning,222,l,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,
22-Sep-2008	,waning,222,l,1,0,0,22,0,3,0,0,0,3,0,0,0,1,1,1,0,,
22-Sep-2008	,waning,222,l,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1 culex male,
22-Sep-2008	,waning,222,l,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,
14-Oct-2008	,waning,222,l,1,0,0,4,1,3,0,0,0,3,0,4,0,0,0,0,0,,
14-Oct-2008	,waning,222,l,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
14-Oct-2008	,waning,222,l,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
15-Oct-2008	,waning,222,l,1,0,0,7,0,8,0,0,0,2,0,4,1,0,4,0,0,,
15-Oct-2008	,waning,222,l,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
16-Sep-2008	,waning,3802,l,2,0,0,4,1,0,0,0,0,18,0,0,0,8,2,3,0,,
16-Sep-2008	,waning,3802,l,3,0,0,6,2,0,0,0,0,43,0,0,0,11,2,0,0,,
17-Sep-2008	,waning,3802,l,1,0,0,36,7,2,0,0,0,6,0,0,0,0,2,6,0,,
17-Sep-2008	,waning,3802,l,2,0,0,16,1,0,0,0,0,0,0,0,0,0,1,1,0,,
17-Sep-2008	,waning,3802,l,3,0,0,13,4,0,0,0,0,1,0,0,0,0,0,0,0,,
18-Sep-2008	,waning,3802,l,1,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,
18-Sep-2008	,waning,3802,l,2,0,0,12,2,4,0,0,0,5,0,0,0,0,1,0,0,,
18-Sep-2008	,waning,3802,l,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,
19-Sep-2008	,waning,3802,l,2,0,0,14,1,0,0,0,0,1,0,0,0,0,0,5,0,,
20-Sep-2008	,waning,3802,l,1,0,0,51,3,0,0,0,0,9,0,0,0,1,6,5,0,,
20-Sep-2008	,waning,3802,l,2,0,0,65,11,0,0,0,0,34,0,0,0,0,15,2,2,,
20-Sep-2008	,waning,3802,l,3,0,0,44,2,0,0,0,0,2,0,0,0,2,1,0,0,,
21-Sep-2008	,waning,3802,l,1,0,0,42,4,0,0,0,0,4,0,0,0,0,0,0,0,,
21-Sep-2008	,waning,3802,l,2,0,0,28,2,1,0,0,0,7,0,0,0,0,0,1,0,,
22-Sep-2008	,waning,3802,l,1,0,0,45,16,6,0,0,0,2,0,0,0,0,1,1,0,,
22-Sep-2008	,waning,3802,l,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,
22-Sep-2008	,waning,3802,l,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
14-Oct-2008	,waning,3802,l,1,0,0,18,3,0,0,0,0,0,1,0,0,0,0,0,1,,
14-Oct-2008	,waning,3802,l,2,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,,
14-Oct-2008	,waning,3802,l,3,0,0,29,7,0,0,0,0,0,0,0,0,0,0,0,1,,
14-Oct-2008	,waning,3852,l,0,0,0,80,0,0,0,0,0,2,4,1,0,0,0,0,0,,
16-Sep-2008	,waning,222,t,1,0,0,0,0,0,0,0,0,37,0,0,0,4,1,0,0,,
16-Sep-2008	,waning,222,t,2,0,0,0,0,0,1,0,0,35,0,4,0,5,1,1,0,,
16-Sep-2008	,waning,222,t,3,0,0,2,0,0,0,0,0,61,0,0,0,38,1,1,0,,
17-Sep-2008	,waning,222,t,1,0,0,2,0,0,0,0,39,0,0,0,0,0,0,3,0,,
17-Sep-2008	,waning,222,t,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1 aedes,
17-Sep-2008	,waning,222,t,3,0,0,4,0,0,0,0,0,34,0,0,0,2,1,1,0,,
18-Sep-2008	,waning,222,t,1,0,0,0,0,1,0,0,0,26,0,0,0,3,1,0,0,,
18-Sep-2008	,waning,222,t,2,0,0,1,0,0,0,0,0,7,0,1,0,0,0,1,0,,
18-Sep-2008	,waning,222,t,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,
19-Sep-2008	,waning,222,t,1,0,0,0,0,0,0,0,0,33,0,4,0,2,0,0,0,,
19-Sep-2008	,waning,222,t,2,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,,
19-Sep-2008	,waning,222,t,3,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,0,,
20-Sep-2008	,waning,222,t,1,0,0,4,0,1,0,0,0,21,0,0,0,4,0,0,0,,
20-Sep-2008	,waning,222,t,2,0,0,11,0,0,0,0,55,0,0,0,0,11,1,0,9,,
20-Sep-2008	,waning,222,t,3,0,0,2,0,0,0,0,81,0,0,0,0,2,0,0,0,,
21-Sep-2008	,waning,222,t,1,0,0,4,0,0,0,0,0,76,0,0,0,1,1,0,0,,
21-Sep-2008	,waning,222,t,2,0,0,2,0,0,0,0,0,54,0,0,0,7,3,4,0,,
21-Sep-2008	,waning,222,t,3,0,0,0,1,0,0,0,0,9,0,0,0,1,0,2,0,,
14-Oct-2008	,waning,222,t,1,0,0,3,2,7,0,0,0,35,0,14,11,0,2,0,0,,
14-Oct-2008	,waning,222,t,2,0,0,8,1,0,0,0,0,0,0,26,6,0,0,0,0,,
14-Oct-2008	,waning,222,t,3,0,0,10,1,5,0,0,0,20,0,19,17,0,2,0,0,,
15-Oct-2008	,waning,222,t,2,0,0,6,1,0,0,0,0,6,0,13,4,0,1,2,0,,
16-Sep-2008	,waning,3802,t,1,0,0,5,2,1,0,0,0,0,0,0,0,0,2,1,0,,
16-Sep-2008	,waning,3802,t,2,0,0,14,0,2,0,0,0,3,0,0,0,0,4,2,0,,
16-Sep-2008	,waning,3802,t,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,,
17-Sep-2008	,waning,3802,t,1,0,0,3,0,0,0,0,0,32,0,0,0,2,2,0,0,,
17-Sep-2008	,waning,3802,t,2,0,0,16,0,0,0,0,0,34,0,2,0,0,0,2,0,,
17-Sep-2008	,waning,3802,t,3,22,3,25,0,0,0,0,0,17,0,5,0,1,1,3,0,,
18-Sep-2008	,waning,3802,t,1,0,0,6,1,0,0,0,0,33,0,0,0,4,1,1,0,,
18-Sep-2008	,waning,3802,t,2,0,0,2,0,0,0,0,0,29,0,0,0,2,0,6,0,,
19-Sep-2008	,waning,3802,t,1,0,0,26,4,0,0,0,0,0,0,1,0,0,2,0,0,,
19-Sep-2008	,waning,3802,t,1,0,0,3,1,0,0,0,53,0,0,0,0,7,0,0,0,,
19-Sep-2008	,waning,3802,t,2,0,0,11,0,1,0,0,54,0,0,0,0,8,4,0,1,,
19-Sep-2008	,waning,3802,t,3,0,0,19,1,0,0,0,0,14,0,2,0,0,1,3,0,,
20-Sep-2008	,waning,3802,t,3,0,0,10,0,0,0,0,0,34,0,6,0,0,2,0,2,,
21-Sep-2008	,waning,3802,t,1,0,0,28,0,0,0,0,0,27,0,0,0,0,1,0,0,,
21-Sep-2008	,waning,3802,t,2,0,0,33,0,0,0,0,0,34,0,0,0,1,2,0,0,,
22-Sep-2008	,waning,3802,t,1,0,0,10,0,0,0,0,0,3,0,2,0,0,1,0,0,,
22-Sep-2008	,waning,3802,t,2,0,0,16,0,0,0,0,0,6,0,3,0,0,3,0,0,,
22-Sep-2008	,waning,3802,t,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,
14-Oct-2008	,waning,3802,t,1,0,0,12,0,0,0,0,0,14,0,10,9,0,2,0,7,,
14-Oct-2008	,waning,3802,t,2,0,0,2,0,0,0,0,0,35,0,3,8,0,0,0,8,,
14-Oct-2008	,waning,3802,t,3,0,0,7,2,0,1,0,0,28,1,9,8,0,0,0,2,,
15-Oct-2008	,waning,3802,t,1,0,0,8,0,0,0,0,0,16,0,23,0,0,0,1,0,,
30-Sep-2008	,waxing,23,l,0,0,0,193,3,7,1,0,0,36,1,4,1,0,8,0,0,,
01-Oct-2008	,waxing,23,l,0,0,0,138,0,0,1,0,0,7,1,1,0,0,1,0,0,,
02-Oct-2008	,waxing,23,l,0,0,0,205,3,0,0,0,0,7,0,1,0,0,1,0,0,,
03-Oct-2008	,waxing,23,l,0,0,0,223,0,0,0,0,0,9,0,12,0,0,3,0,0,,
04-Oct-2008	,waxing,23,l,0,0,0,247,0,0,0,0,0,11,3,12,0,0,2,0,0,,
05-Oct-2008	,waxing,23,l,0,0,0,411,2,0,0,0,0,1,0,57,1,0,3,0,0,,
06-Oct-2008	,waxing,23,l,0,0,0,159,3,5,0,0,0,57,0,47,4,0,0,2,0,,
03-Oct-2008	,waxing,24,l,0,0,0,442,0,0,2,0,0,70,0,16,0,0,6,1,0,,
04-Oct-2008	,waxing,24,l,0,0,0,121,3,23,0,0,0,38,0,13,0,0,7,3,0,,
05-Oct-2008	,waxing,24,l,0,0,0,246,3,4,0,0,0,31,0,54,2,0,13,3,0,,
06-Oct-2008	,waxing,24,l,0,0,0,270,4,13,0,0,0,41,0,21,0,0,4,3,0,,
30-Sep-2008	,waxing,222,l,1,0,0,7,1,2,0,0,0,1,0,3,0,0,0,5,0,1 culex male,
30-Sep-2008	,waxing,222,l,2,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,,
30-Sep-2008	,waxing,222,l,3,0,0,3,0,0,0,0,0,2,0,3,0,0,0,1,0,,
01-Oct-2008	,waxing,222,l,1,0,0,12,1,0,0,1,0,5,0,4,1,0,0,0,0,,
01-Oct-2008	,waxing,222,l,2,0,0,5,0,0,0,0,0,4,0,0,0,0,0,1,0,,
01-Oct-2008	,waxing,222,l,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
02-Oct-2008	,waxing,222,l,1,0,0,24,0,0,0,0,0,12,0,23,4,0,6,2,0,,
02-Oct-2008	,waxing,222,l,2,0,0,11,0,0,0,0,0,9,0,4,1,0,1,0,1,,
02-Oct-2008	,waxing,222,l,3,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,,
03-Oct-2008	,waxing,222,l,1,0,0,34,0,0,0,0,0,14,0,26,1,0,3,0,0,1 culex male,
03-Oct-2008	,waxing,222,l,2,0,0,17,0,0,0,0,0,19,0,3,0,0,0,0,1,,
03-Oct-2008	,waxing,222,l,3,0,0,15,0,0,1,0,0,6,0,8,0,0,1,0,0,,
04-Oct-2008	,waxing,222,l,3,0,0,4,0,0,0,0,0,2,1,3,0,0,1,0,0,,
04-Oct-2008	,waxing,222,l,1,0,0,9,1,11,0,0,0,1,0,2,0,0,2,2,0,,
04-Oct-2008	,waxing,222,l,2,0,0,10,0,3,0,0,0,5,0,3,0,0,0,1,0,,
05-Oct-2008	,waxing,222,l,1,0,0,26,1,62,0,0,0,25,0,51,1,0,14,6,0,,
05-Oct-2008	,waxing,222,l,2,0,0,3,0,0,0,2,0,14,0,12,1,0,0,0,2,,
05-Oct-2008	,waxing,222,l,3,0,0,9,0,0,0,0,0,6,0,13,0,0,0,0,1,,
06-Oct-2008	,waxing,222,l,1,0,0,19,1,0,0,1,0,5,0,3,0,0,1,0,0,,
06-Oct-2008	,waxing,222,l,2,0,0,24,0,0,0,0,0,4,0,11,0,0,0,0,0,,
06-Oct-2008	,waxing,222,l,3,0,0,19,0,1,0,0,0,6,0,8,1,0,0,0,0,,
30-Sep-2008	,waxing,3802,l,1,0,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,,
30-Sep-2008	,waxing,3802,l,2,0,0,50,5,10,0,0,0,6,0,18,0,0,6,0,0,,
30-Sep-2008	,waxing,3802,l,3,0,0,15,2,0,0,0,0,0,0,1,0,0,1,0,0,,
01-Oct-2008	,waxing,3802,l,1,0,0,63,0,0,0,0,0,0,0,0,0,0,1,0,0,,
01-Oct-2008	,waxing,3802,l,2,0,0,37,0,1,0,0,0,0,0,1,0,0,0,0,0,,
01-Oct-2008	,waxing,3802,l,3,0,0,22,1,0,0,0,0,3,0,1,0,0,0,1,0,,
03-Oct-2008	,waxing,3802,l,2,0,0,172,0,0,0,0,0,23,1,16,1,0,1,2,0,,
03-Oct-2008	,waxing,3802,l,3,0,0,110,1,0,0,0,0,1,0,7,0,0,0,0,0,,
04-Oct-2008	,waxing,3802,l,1,0,0,76,1,0,0,0,0,3,0,14,0,0,5,2,0,,
04-Oct-2008	,waxing,3802,l,3,0,0,116,0,0,0,0,0,19,0,6,1,0,6,0,0,,
05-Oct-2008	,waxing,3802,l,1,0,0,62,1,2,0,0,0,0,1,3,1,0,2,0,0,,
05-Oct-2008	,waxing,3802,l,2,0,0,43,0,1,0,0,0,2,0,4,0,0,0,0,0,,
05-Oct-2008	,waxing,3802,l,3,0,0,44,3,0,0,0,0,4,0,4,0,0,0,0,0,,
06-Oct-2008	,waxing,3802,l,1,0,0,62,12,0,0,0,0,0,1,0,0,0,0,0,0,,
06-Oct-2008	,waxing,3802,l,2,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,,
06-Oct-2008	,waxing,3802,l,3,0,0,36,2,3,0,0,0,1,0,7,0,0,0,0,0,,
04-Oct-2008	,waxing,3803,l,2,0,0,19,2,0,0,0,0,6,0,0,0,0,0,0,0,,
30-Sep-2008	,waxing,3852,l,0,0,0,83,0,0,0,0,0,19,2,1,0,0,8,8,1,1 culex male,
01-Oct-2008	,waxing,3852,l,0,0,0,107,2,0,0,0,0,1,1,1,0,0,0,0,0,,
04-Oct-2008	,waxing,3852,l,0,0,0,101,0,0,0,0,0,0,0,0,0,0,2,1,0,,
05-Oct-2008	,waxing,3852,l,0,0,0,48,0,0,0,0,0,0,0,0,,0,0,0,0,,
06-Oct-2008	,waxing,3852,l,0,0,0,103,0,0,1,0,0,3,0,0,0,0,0,0,0,,
30-Sep-2008	,waxing,222,t,1,0,0,12,0,0,0,0,0,16,0,26,1,0,0,1,0,,
30-Sep-2008	,waxing,222,t,2,0,0,9,0,0,0,0,0,38,0,13,20,0,2,11,0,,
30-Sep-2008	,waxing,222,t,3,0,0,15,0,0,0,0,0,16,3,3,3,0,3,1,0,,
01-Oct-2008	,waxing,222,t,1,0,0,27,0,0,0,0,0,28,1,12,1,0,0,0,2,,
01-Oct-2008	,waxing,222,t,2,0,0,25,0,0,0,0,0,0,0,25,2,0,0,0,0,,
01-Oct-2008	,waxing,222,t,3,0,0,16,1,0,0,0,0,44,2,8,0,0,2,1,0,,
02-Oct-2008	,waxing,222,t,1,0,0,15,0,2,0,0,0,38,2,20,3,0,5,2,1,,
02-Oct-2008	,waxing,222,t,2,0,0,11,0,0,0,0,0,14,0,10,0,0,2,0,0,,
02-Oct-2008	,waxing,222,t,3,0,0,9,0,0,0,0,0,29,4,23,2,0,1,0,0,,
03-Oct-2008	,waxing,222,t,2,0,0,51,0,0,0,0,0,51,0,4,4,4,12,0,0,,
03-Oct-2008	,waxing,222,t,1,0,0,63,0,6,0,0,0,82,72,27,0,0,6,0,0,,
03-Oct-2008	,waxing,222,t,3,0,0,37,2,0,0,0,0,28,0,39,3,0,2,1,0,,
04-Oct-2008	,waxing,222,t,1,0,0,21,0,6,0,0,0,62,0,26,0,0,9,1,0,,
04-Oct-2008	,waxing,222,t,2,0,0,8,1,0,0,0,0,23,3,5,1,0,0,0,0,,
04-Oct-2008	,waxing,222,t,3,0,0,14,1,2,0,0,0,102,2,13,2,0,2,3,2,,
05-Oct-2008	,waxing,222,t,1,0,0,35,0,0,0,0,0,50,0,73,2,0,12,0,33,,
05-Oct-2008	,waxing,222,t,2,0,0,36,0,0,0,0,0,41,4,37,5,0,6,0,1,,
05-Oct-2008	,waxing,222,t,3,0,0,41,0,0,0,0,0,43,0,55,6,0,2,0,0,,
06-Oct-2008	,waxing,222,t,1,0,0,26,1,0,0,0,0,42,0,46,2,0,17,1,0,,
06-Oct-2008	,waxing,222,t,2,0,0,61,0,0,0,1,0,51,0,55,4,0,0,0,0,,
06-Oct-2008	,waxing,222,t,3,0,0,28,0,0,0,0,0,30,1,50,3,0,0,0,0,,
30-Sep-2008	,waxing,3802,t,1,0,0,2,0,1,0,0,0,10,0,11,3,0,0,0,5,,
30-Sep-2008	,waxing,3802,t,2,0,0,12,0,0,0,0,0,6,0,7,2,0,0,0,0,,
30-Sep-2008	,waxing,3802,t,3,0,0,11,0,0,0,0,0,14,4,9,2,0,5,0,2,,
01-Oct-2008	,waxing,3802,t,1,0,0,11,0,0,0,0,0,10,0,8,1,0,0,0,1,,
01-Oct-2008	,waxing,3802,t,2,0,0,19,0,0,0,0,0,6,0,41,3,0,0,0,0,,
01-Oct-2008	,waxing,3802,t,3,0,0,8,0,0,0,0,0,30,0,6,9,0,0,0,0,,
02-Oct-2008	,waxing,3802,t,1,0,0,21,0,0,0,0,0,17,3,13,1,0,1,0,0,,
02-Oct-2008	,waxing,3802,t,2,0,0,11,0,0,0,0,0,3,0,4,0,0,0,0,1,,
02-Oct-2008	,waxing,3802,t,3,0,0,16,4,0,0,0,0,11,0,3,0,0,0,0,0,,
03-Oct-2008	,waxing,3802,t,2,0,0,57,0,0,0,0,0,30,0,98,0,0,2,0,0,,
03-Oct-2008	,waxing,3802,t,1,0,0,57,3,0,1,0,0,28,0,25,4,0,4,0,0,,
03-Oct-2008	,waxing,3802,t,3,0,0,100,3,0,0,0,0,35,0,30,7,0,2,1,0,,
04-Oct-2008	,waxing,3802,t,1,0,0,94,0,0,0,0,0,69,0,6,1,0,0,0,0,,
04-Oct-2008	,waxing,3802,t,2,0,0,17,0,0,0,0,0,20,1,38,0,0,2,0,0,,
04-Oct-2008	,waxing,3802,t,3,0,0,28,9,0,0,0,0,21,0,22,4,0,0,0,0,,
05-Oct-2008	,waxing,3802,t,1,0,0,10,0,1,0,0,0,10,1,58,2,0,14,0,0,,
05-Oct-2008	,waxing,3802,t,2,0,0,17,0,0,0,0,0,19,2,56,3,0,1,0,0,,
05-Oct-2008	,waxing,3802,t,3,0,0,58,9,0,0,0,0,29,0,39,3,0,0,0,0,,
06-Oct-2008	,waxing,3802,t,1,0,0,44,0,1,0,0,0,26,0,56,1,0,0,0,1,,
06-Oct-2008	,waxing,3802,t,2,0,0,21,0,0,1,0,0,19,1,33,0,0,0,1,0,,
06-Oct-2008	,waxing,3802,t,3,0,0,51,2,0,0,0,0,34,0,34,4,0,2,0,0,,
